YearMonth,Year,FiscalYearSA,LocationDescription,ProductName,EligibilityStatus,LitresIssued,TransactionCount
2020-08,2020,FY2020/21,ST Epiroc CADS 246,DYNATRANS,Eligible - Mining,0.60,1
2020-08,2020,FY2020/21,ST Epiroc CADS 246,ENGINE,Eligible - Mining,375.60,14
2020-08,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.06,1
2020-08,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,21879.80,205
2020-08,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,1825.10,25
2020-08,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,14960.47,121
2020-08,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,18313.42,260
2020-08,2020,FY2020/21,DB-270,DIESEL,Ineligible,11408.00,31
2020-08,2020,FY2020/21,Nitro+,ENGINE,Ineligible,57.00,4
2020-08,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,649.00,42
2020-08,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,4366.00,119
2020-08,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,16471.00,122
2020-08,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.09,1
2020-08,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,2.42,41
2020-08,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.14,2
2020-08,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,1598.25,140
2020-08,2020,FY2020/21,Ultra City,DIESEL,Ineligible,891131.40,196
2020-08,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,68289.10,221
2020-08,2020,FY2020/21,CHP-006,DIESEL,Ineligible,107.30,3
2020-08,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,131935.00,438
2020-08,2020,FY2020/21,CON-074,DIESEL,Ineligible,13969.00,37
2020-08,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,13256.30,96
2020-08,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,279849.00,567
2020-08,2020,FY2020/21,DB-338,DIESEL,Ineligible,19815.00,75
2020-08,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,35435.00,81
2020-08,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,4165784.50,1735
2020-08,2020,FY2020/21,Nitro+,TRANSMISSION,Ineligible,2.00,2
2020-08,2020,FY2020/21,ST Epiroc CADS 246,HYDRAULIC,Eligible - Mining,135.50,7
2020-08,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,5.81,83
2020-08,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.23,4
2020-08,2020,FY2020/21,Stores LDV,PETROL,Eligible - Mining,145.06,11
2020-08,2020,FY2020/21,Stores LDV,PETROL,Ineligible,2153.55,76
2020-09,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,9647.00,31
2020-09,2020,FY2020/21,BULK137,DIESEL,Ineligible,43524.00,104
2020-09,2020,FY2020/21,Nitro+,DIESEL,Ineligible,69566.95,803
2020-09,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,26171.00,117
2020-09,2020,FY2020/21,ST Epiroc CADS 246,ENGINE,Eligible - Mining,97.30,5
2020-09,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,1.17,22
2020-09,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.20,3
2020-09,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.11,2
2020-09,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,363.71,19
2020-09,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,24335.20,253
2020-09,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,963.40,16
2020-09,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,10275.01,131
2020-09,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,20640.69,322
2020-09,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,19013.00,63
2020-09,2020,FY2020/21,DB-270,DIESEL,Ineligible,14630.00,71
2020-09,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,542908.00,798
2020-09,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,1180.00,40
2020-09,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,4006.00,112
2020-09,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,1.51,22
2020-09,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.17,3
2020-09,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,1188.20,106
2020-09,2020,FY2020/21,Stores LDV,PETROL,Ineligible,2465.42,75
2020-09,2020,FY2020/21,Ultra City,DIESEL,Ineligible,720183.00,126
2020-09,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,104843.00,290
2020-09,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,143483.00,445
2020-09,2020,FY2020/21,CON-074,DIESEL,Ineligible,12794.00,36
2020-09,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,62189.60,455
2020-09,2020,FY2020/21,DB-269,DIESEL,Ineligible,4.00,3
2020-09,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,36096.00,92
2020-09,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,2.70,48
2020-09,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.34,5
2020-09,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,13417.80,90
2020-09,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,405997.00,720
2020-09,2020,FY2020/21,DB-338,DIESEL,Ineligible,10214.00,43
2020-09,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,361579.00,734
2020-09,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,3877249.30,1665
2020-09,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,3456.00,166
2020-09,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,11771.00,76
2020-09,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.51,25
2020-09,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1595450.30,747
2020-10,2020,FY2020/21,BULK137,DIESEL,Ineligible,48334.00,117
2020-10,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,77799.30,246
2020-10,2020,FY2020/21,CON-074,DIESEL,Ineligible,14433.00,56
2020-10,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,112555.00,197
2020-10,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,538931.00,846
2020-10,2020,FY2020/21,Nitro+,HYDRAULIC,Ineligible,25.00,1
2020-10,2020,FY2020/21,Nitro+,TRANSMISSION,Ineligible,105.00,3
2020-10,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.11,2
2020-10,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,33889.50,348
2020-10,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,16404.85,144
2020-10,2020,FY2020/21,Stores LDV,PETROL,Ineligible,2123.03,58
2020-10,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,1437.00,43
2020-10,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,8469.00,59
2020-10,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,16473.00,108
2020-10,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,1.48,26
2020-10,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.14,3
2020-10,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,1.25,23
2020-10,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,0.88,16
2020-10,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.20,3
2020-10,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,1105.00,88
2020-10,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,0.40,4
2020-10,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,7040.00,23
2020-10,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,153271.00,464
2020-10,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,5983.30,61
2020-10,2020,FY2020/21,DB-338,DIESEL,Ineligible,25067.00,74
2020-10,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,35512.00,109
2020-10,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,4110983.00,2109
2020-10,2020,FY2020/21,Nitro+,DIESEL,Ineligible,95750.19,920
2020-10,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,2.82,45
2020-10,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,1996.60,13
2020-10,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,20991.25,335
2020-10,2020,FY2020/21,Stores LDV,PETROL,Eligible - Mining,10.32,1
2020-10,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1359678.20,888
2020-10,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,65433.60,457
2020-10,2020,FY2020/21,DB-269,DIESEL,Ineligible,5329.00,28
2020-10,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,171490.00,341
2020-10,2020,FY2020/21,DB-270,DIESEL,Ineligible,3100.00,30
2020-10,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,319993.00,660
2020-10,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,4744.00,198
2020-10,2020,FY2020/21,Nitro+,ENGINE,Ineligible,1.00,1
2020-10,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,5431.00,142
2020-10,2020,FY2020/21,Ultra City,DIESEL,Ineligible,948624.50,212
2020-11,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,2615.00,10
2020-11,2020,FY2020/21,BULK137,DIESEL,Ineligible,55605.00,121
2020-11,2020,FY2020/21,Nitro+,DIESEL,Ineligible,177642.10,807
2020-11,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,1252.00,40
2020-11,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,9166.00,61
2020-11,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,10243.00,61
2020-11,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,1.71,27
2020-11,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.34,6
2020-11,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,805.32,79
2020-11,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,285.37,15
2020-11,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,10292.72,101
2020-11,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,19798.61,272
2020-11,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,4942.30,19
2020-11,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,134877.00,273
2020-11,2020,FY2020/21,DB-338,DIESEL,Ineligible,2657.00,12
2020-11,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,35967.00,103
2020-11,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,2986115.50,1432
2020-11,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.34,21
2020-11,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,151.30,6
2020-11,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1229452.20,605
2020-11,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,106927.00,315
2020-11,2020,FY2020/21,CON-074,DIESEL,Ineligible,8256.00,23
2020-11,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,25546.20,127
2020-11,2020,FY2020/21,DB-269,DIESEL,Ineligible,11692.00,51
2020-11,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,340925.00,558
2020-11,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,3755.00,145
2020-11,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,4498.00,103
2020-11,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,3.05,41
2020-11,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.20,4
2020-11,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,88608.70,295
2020-11,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,209570.00,384
2020-11,2020,FY2020/21,DB-270,DIESEL,Ineligible,7468.00,44
2020-11,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,40744.00,88
2020-11,2020,FY2020/21,Nitro+,HYDRAULIC,Ineligible,41.00,2
2020-11,2020,FY2020/21,Nitro+,TRANSMISSION,Ineligible,180.00,11
2020-11,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,1.57,16
2020-11,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.26,4
2020-11,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,26739.40,274
2020-11,2020,FY2020/21,Stores LDV,PETROL,Ineligible,962.32,27
2020-11,2020,FY2020/21,Ultra City,DIESEL,Ineligible,472586.00,146
2020-12,2020,FY2020/21,DB-269,DIESEL,Eligible - Mining,261346.00,482
2020-12,2020,FY2020/21,DB-270,DIESEL,Ineligible,14451.00,55
2020-12,2020,FY2020/21,DB-338,DIESEL,Eligible - Mining,30112.00,37
2020-12,2020,FY2020/21,Nitro+,HYDRAULIC,Ineligible,35.00,2
2020-12,2020,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,5173.00,114
2020-12,2020,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,1.45,21
2020-12,2020,FY2020/21,ST-264,ENGINE,Ineligible,0.17,3
2020-12,2020,FY2020/21,Stores LDV,PETROL,Ineligible,1869.10,51
2020-12,2020,FY2020/21,Ultra City,DIESEL,Ineligible,602350.70,178
2020-12,2020,FY2020/21,BULK137,DIESEL,Eligible - Mining,1398.00,2
2020-12,2020,FY2020/21,BULK137,DIESEL,Ineligible,20006.00,48
2020-12,2020,FY2020/21,Nitro+,DIESEL,Ineligible,178434.20,884
2020-12,2020,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,1202.00,30
2020-12,2020,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,8984.00,53
2020-12,2020,FY2020/21,North Concentrator,DIESEL,Ineligible,12473.00,65
2020-12,2020,FY2020/21,ST-264,COOLANT,Eligible - Mining,0.60,9
2020-12,2020,FY2020/21,ST-264,COOLANT,Ineligible,0.06,1
2020-12,2020,FY2020/21,ST-264,DYNATRANS,Ineligible,0.11,2
2020-12,2020,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,672.81,62
2020-12,2020,FY2020/21,ST-264,TRANSMISSION,Ineligible,0.23,4
2020-12,2020,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,26462.00,228
2020-12,2020,FY2020/21,ST-265,HYDRAULIC,Ineligible,452.00,6
2020-12,2020,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,10486.95,111
2020-12,2020,FY2020/21,Stores LDV,DIESEL,Ineligible,24471.63,316
2020-12,2020,FY2020/21,CHP-006,DIESEL,Ineligible,1360.70,3
2020-12,2020,FY2020/21,DB HIBS JV,DIESEL,Ineligible,24067.40,72
2020-12,2020,FY2020/21,DB-270,DIESEL,Eligible - Mining,144114.00,280
2020-12,2020,FY2020/21,DB-338,DIESEL,Ineligible,8236.00,21
2020-12,2020,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,365462.00,644
2020-12,2020,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,46440.00,137
2020-12,2020,FY2020/21,Nitro+,DIESEL,Eligible - Mining,3653756.40,1593
2020-12,2020,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.16,24
2020-12,2020,FY2020/21,Stores LDV,PETROL,Eligible - Mining,160.96,14
2020-12,2020,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1384841.20,744
2020-12,2020,FY2020/21,CHP-006,DIESEL,Eligible - Mining,107648.10,326
2020-12,2020,FY2020/21,CON-074,DIESEL,Eligible - Mining,56843.00,179
2020-12,2020,FY2020/21,CON-074,DIESEL,Ineligible,20604.00,59
2020-12,2020,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,79593.30,363
2020-12,2020,FY2020/21,DB-269,DIESEL,Ineligible,23635.00,92
2020-12,2020,FY2020/21,Nitro+,ENGINE,Eligible - Mining,4744.00,176
2020-12,2020,FY2020/21,Nitro+,ENGINE,Ineligible,20.00,1
2020-12,2020,FY2020/21,Nitro+,TRANSMISSION,Ineligible,75.00,2
2020-12,2020,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,6.79,44
2020-12,2020,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.23,4
2021-01,2021,FY2020/21,CHP-006,DIESEL,Eligible - Mining,43573.70,135
2021-01,2021,FY2020/21,DB-270,DIESEL,Ineligible,6379.00,32
2021-01,2021,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,356019.00,664
2021-01,2021,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,43736.00,151
2021-01,2021,FY2020/21,Nitro+,TRANSMISSION,Eligible - Mining,2837.00,87
2021-01,2021,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,1.20,19
2021-01,2021,FY2020/21,Ultra City,DIESEL,Ineligible,964794.70,211
2021-01,2021,FY2020/21,BULK137,DIESEL,Ineligible,49288.00,142
2021-01,2021,FY2020/21,CON-074,DIESEL,Ineligible,24659.00,68
2021-01,2021,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,68119.90,283
2021-01,2021,FY2020/21,Nitro+,HYDRAULIC,Ineligible,24.00,1
2021-01,2021,FY2020/21,Nitro+,TRANSMISSION,Ineligible,22.00,1
2021-01,2021,FY2020/21,ST-264,HYDRAULIC,Ineligible,1.34,21
2021-01,2021,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,457.79,40
2021-01,2021,FY2020/21,ST-264,TRANSMISSION,Ineligible,426.84,43
2021-01,2021,FY2020/21,DB-338,DIESEL,Eligible - Mining,309904.00,547
2021-01,2021,FY2020/21,DB-338,DIESEL,Ineligible,20408.00,76
2021-01,2021,FY2020/21,Nitro+,DIESEL,Eligible - Mining,3834270.90,1645
2021-01,2021,FY2020/21,Nitro+,DIESEL,Ineligible,180698.40,858
2021-01,2021,FY2020/21,Nitro+,HYDRAULIC,Eligible - Mining,455.00,14
2021-01,2021,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,0.57,11
2021-01,2021,FY2020/21,ST-264,DYNATRANS,Ineligible,0.54,9
2021-01,2021,FY2020/21,ST-264,ENGINE,Eligible - Mining,1.05,14
2021-01,2021,FY2020/21,ST-264,ENGINE,Ineligible,0.51,8
2021-01,2021,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,23464.30,204
2021-01,2021,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,7925.73,77
2021-01,2021,FY2020/21,Stores LDV,PETROL,Ineligible,2201.77,55
2021-01,2021,FY2020/21,BULK137,DIESEL,Eligible - Mining,10372.00,30
2021-01,2021,FY2020/21,CHP-006,DIESEL,Ineligible,0.20,1
2021-01,2021,FY2020/21,CON-074,DIESEL,Eligible - Mining,88731.00,273
2021-01,2021,FY2020/21,DB HIBS JV,DIESEL,Ineligible,8709.10,40
2021-01,2021,FY2020/21,DB-270,DIESEL,Eligible - Mining,157977.00,356
2021-01,2021,FY2020/21,Nitro+,ENGINE,Eligible - Mining,2869.00,100
2021-01,2021,FY2020/21,Nitro+,ENGINE,Ineligible,45.00,3
2021-01,2021,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,8472.00,49
2021-01,2021,FY2020/21,North Concentrator,DIESEL,Ineligible,10514.00,72
2021-01,2021,FY2020/21,ST-265,HYDRAULIC,Ineligible,1953.80,6
2021-01,2021,FY2020/21,Stores LDV,DIESEL,Ineligible,20976.67,297
2021-01,2021,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1087329.30,713
2021-02,2021,FY2020/21,BULK137,DIESEL,Eligible - Mining,18553.00,51
2021-02,2021,FY2020/21,CON-074,DIESEL,Eligible - Mining,113900.00,365
2021-02,2021,FY2020/21,DB-269,DIESEL,Ineligible,9.00,5
2021-02,2021,FY2020/21,DB-270,DIESEL,Eligible - Mining,80712.00,188
2021-02,2021,FY2020/21,DB-338,DIESEL,Ineligible,11635.70,70
2021-02,2021,FY2020/21,Nitro+,DIESEL,Eligible - Mining,3614170.00,1553
2021-02,2021,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,6516.00,54
2021-02,2021,FY2020/21,ST-264,COOLANT,Eligible - Mining,0.17,3
2021-02,2021,FY2020/21,ST-265,HYDRAULIC,Ineligible,1049.80,7
2021-02,2021,FY2020/21,Stores LDV,DIESEL,Ineligible,22953.01,301
2021-02,2021,FY2020/21,Ultra City,DIESEL,Eligible - Mining,939536.50,652
2021-02,2021,FY2020/21,CHP-006,DIESEL,Eligible - Mining,19031.50,58
2021-02,2021,FY2020/21,CMND-004,DIESEL,Eligible - Mining,25332.00,51
2021-02,2021,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,78326.20,333
2021-02,2021,FY2020/21,DB HIBS JV,DIESEL,Ineligible,7304.30,49
2021-02,2021,FY2020/21,DB-270,DIESEL,Ineligible,5123.00,49
2021-02,2021,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,298801.00,546
2021-02,2021,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,28322.00,89
2021-02,2021,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,1.85,32
2021-02,2021,FY2020/21,Ultra City,DIESEL,Ineligible,896563.00,172
2021-02,2021,FY2020/21,BULK137,DIESEL,Ineligible,31724.00,96
2021-02,2021,FY2020/21,CMND-004,DIESEL,Ineligible,10.00,4
2021-02,2021,FY2020/21,CON-074,DIESEL,Ineligible,6395.00,24
2021-02,2021,FY2020/21,DB-269,DIESEL,Eligible - Mining,13.00,6
2021-02,2021,FY2020/21,DB-338,DIESEL,Eligible - Mining,433284.00,703
2021-02,2021,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.20,4
2021-02,2021,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,1225.59,124
2021-02,2021,FY2020/21,Stores LDV,PETROL,Ineligible,2161.73,64
2021-02,2021,FY2020/21,Nitro+,DIESEL,Ineligible,66036.70,804
2021-02,2021,FY2020/21,North Concentrator,DIESEL,Ineligible,7693.00,74
2021-02,2021,FY2020/21,ST-264,COOLANT,Ineligible,2.20,3
2021-02,2021,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,0.82,15
2021-02,2021,FY2020/21,ST-264,DYNATRANS,Ineligible,0.23,4
2021-02,2021,FY2020/21,ST-264,ENGINE,Eligible - Mining,0.94,15
2021-02,2021,FY2020/21,ST-264,ENGINE,Ineligible,0.28,4
2021-02,2021,FY2020/21,ST-264,TRANSMISSION,Ineligible,289.82,11
2021-02,2021,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,23677.00,171
2021-02,2021,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,12901.10,115
2021-03,2021,FY2020/21,CHP-006,DIESEL,Eligible - Mining,87830.10,350
2021-03,2021,FY2020/21,CMND-004,DIESEL,Eligible - Mining,352946.00,612
2021-03,2021,FY2020/21,CON-074,DIESEL,Eligible - Mining,134371.00,401
2021-03,2021,FY2020/21,DB HIBS JV,DIESEL,Eligible - Mining,106020.50,502
2021-03,2021,FY2020/21,DB HIBS JV,DIESEL,Ineligible,10321.60,82
2021-03,2021,FY2020/21,DB-270,DIESEL,Ineligible,3606.00,47
2021-03,2021,FY2020/21,DB-MCCA-126,DIESEL,Eligible - Mining,452772.00,813
2021-03,2021,FY2020/21,DB-MCCA-126,DIESEL,Ineligible,38575.00,106
2021-03,2021,FY2020/21,ST-264,HYDRAULIC,Ineligible,0.20,4
2021-03,2021,FY2020/21,BULK137,DIESEL,Ineligible,23085.00,55
2021-03,2021,FY2020/21,CMND-004,DIESEL,Ineligible,6.00,3
2021-03,2021,FY2020/21,CON-074,DIESEL,Ineligible,7969.00,29
2021-03,2021,FY2020/21,DB-269,DIESEL,Eligible - Mining,14517.00,35
2021-03,2021,FY2020/21,DB-338,DIESEL,Eligible - Mining,424244.00,638
2021-03,2021,FY2020/21,Nitro+,DIESEL,Ineligible,79419.60,910
2021-03,2021,FY2020/21,ST-264,DYNATRANS,Eligible - Mining,0.88,14
2021-03,2021,FY2020/21,ST-264,ENGINE,Ineligible,0.17,3
2021-03,2021,FY2020/21,ST-264,HYDRAULIC,Eligible - Mining,1.97,26
2021-03,2021,FY2020/21,ST-264,TRANSMISSION,Eligible - Mining,1273.56,44
2021-03,2021,FY2020/21,Stores LDV,PETROL,Ineligible,3733.25,107
2021-03,2021,FY2020/21,Ultra City,DIESEL,Ineligible,971820.10,178
2021-03,2021,FY2020/21,BULK137,DIESEL,Eligible - Mining,21864.00,46
2021-03,2021,FY2020/21,DB-270,DIESEL,Eligible - Mining,120001.00,287
2021-03,2021,FY2020/21,North Concentrator,DIESEL,Ineligible,11304.00,108
2021-03,2021,FY2020/21,ST-264,COOLANT,Ineligible,0.11,2
2021-03,2021,FY2020/21,ST-264,TRANSMISSION,Ineligible,0.17,4
2021-03,2021,FY2020/21,ST-265,HYDRAULIC,Eligible - Mining,33467.60,242
2021-03,2021,FY2020/21,Ultra City,DIESEL,Eligible - Mining,1242656.10,724
2021-03,2021,FY2020/21,DB-269,DIESEL,Ineligible,175.00,4
2021-03,2021,FY2020/21,DB-338,DIESEL,Ineligible,9480.00,97
2021-03,2021,FY2020/21,Nitro+,DIESEL,Eligible - Mining,4235191.90,1991
2021-03,2021,FY2020/21,North Concentrator,DIESEL,Eligible - Mining,11005.00,65
2021-03,2021,FY2020/21,ST-264,COOLANT,Eligible - Mining,0.71,11
2021-03,2021,FY2020/21,ST-264,ENGINE,Eligible - Mining,0.31,5
2021-03,2021,FY2020/21,ST-265,HYDRAULIC,Ineligible,146.50,11
2021-03,2021,FY2020/21,Stores LDV,DIESEL,Eligible - Mining,17510.37,147
2021-03,2021,FY2020/21,Stores LDV,DIESEL,Ineligible,24587.17,344
2021-03,2021,FY2020/21,Stores LDV,PETROL,Eligible - Mining,49.33,8
2021-04,2021,FY2021/22,CHP-006,DIESEL,Eligible - Mining,102531.40,321
2021-04,2021,FY2021/22,CMND-004,DIESEL,Ineligible,2.00,1
2021-04,2021,FY2021/22,DB-269,DIESEL,Eligible - Mining,84858.00,207
2021-04,2021,FY2021/22,DB-270,DIESEL,Ineligible,4.00,2
2021-04,2021,FY2021/22,DB-338,DIESEL,Eligible - Mining,375242.00,591
2021-04,2021,FY2021/22,ST-264,DYNATRANS,Eligible - Mining,0.48,9
2021-04,2021,FY2021/22,ST-264,ENGINE,Ineligible,0.29,5
2021-04,2021,FY2021/22,Stores LDV,PETROL,Ineligible,3155.13,81
2021-04,2021,FY2021/22,Ultra City,DIESEL,Ineligible,982783.80,203
2021-04,2021,FY2021/22,BULK137,DIESEL,Eligible - Mining,22260.00,52
2021-04,2021,FY2021/22,BULK137,DIESEL,Ineligible,27451.00,63
2021-04,2021,FY2021/22,Nitro+,DIESEL,Ineligible,72178.70,852
2021-04,2021,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,8248.00,57
2021-04,2021,FY2021/22,North Concentrator,DIESEL,Ineligible,8014.00,67
2021-04,2021,FY2021/22,ST-264,COOLANT,Eligible - Mining,0.94,13
2021-04,2021,FY2021/22,ST-264,COOLANT,Ineligible,0.23,4
2021-04,2021,FY2021/22,ST-264,DYNATRANS,Ineligible,0.06,1
2021-04,2021,FY2021/22,ST-264,TRANSMISSION,Eligible - Mining,134.37,27
2021-04,2021,FY2021/22,ST-264,TRANSMISSION,Ineligible,274.96,25
