YearMonth,Year,FiscalYearSA,LocationDescription,ProductName,EligibilityStatus,LitresIssued,TransactionCount
2022-01,2022,FY2021/22,North Concentrator,DIESEL,Ineligible,13803.00,110
2022-01,2022,FY2021/22,Ultra City,DIESEL,Ineligible,1106123.00,196
2022-01,2022,FY2021/22,CHP-006,DIESEL,Eligible - Mining,6850.30,36
2022-01,2022,FY2021/22,CON-074,DIESEL,Eligible - Mining,35982.90,121
2022-01,2022,FY2021/22,CON-074,DIESEL,Ineligible,179.20,3
2022-01,2022,FY2021/22,DB CSK001,DSL,Eligible - Mining,309552.00,716
2022-01,2022,FY2021/22,DB Kamo Jou,DSL,Eligible - Mining,105993.00,207
2022-01,2022,FY2021/22,DB Kamo Jou,DSL,Ineligible,3492.00,35
2022-01,2022,FY2021/22,DB-338,DIESEL,Eligible - Mining,378715.00,562
2022-01,2022,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,119.00,10
2022-01,2022,FY2021/22,Nitro+,TRANSMISSION,Ineligible,12.00,4
2022-01,2022,FY2021/22,Stores LDV,PETROL,Eligible - Mining,53.93,1
2022-01,2022,FY2021/22,Stores LDV,PETROL,Ineligible,3083.54,78
2022-01,2022,FY2021/22,DB CSK001,DSL,Ineligible,3694.00,15
2022-01,2022,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,134014.39,678
2022-01,2022,FY2021/22,DB HIBS JV,DIESEL,Ineligible,5715.10,61
2022-01,2022,FY2021/22,DB-269,DIESEL,Ineligible,10285.00,53
2022-01,2022,FY2021/22,DB-270,DIESEL,Eligible - Mining,43401.00,85
2022-01,2022,FY2021/22,DB-338,DIESEL,Ineligible,4259.50,70
2022-01,2022,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,51095.10,92
2022-01,2022,FY2021/22,Nitro+,COOLANT,Eligible - Mining,9.00,7
2022-01,2022,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3977317.20,1907
2022-01,2022,FY2021/22,Nitro+,ENGINE,Eligible - Mining,4019.00,276
2022-01,2022,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,4441.00,22
2022-01,2022,FY2021/22,Ultra City,DIESEL,Eligible - Mining,841363.40,806
2022-02,2022,FY2021/22,BULK137,DIESEL,Eligible - Mining,48887.00,78
2022-02,2022,FY2021/22,DB Kamo Jou,DSL,Eligible - Mining,146897.00,289
2022-02,2022,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,361.50,1
2022-02,2022,FY2021/22,Nitro+,DIESEL,Ineligible,68450.00,873
2022-02,2022,FY2021/22,ST-250,ODT-30,Eligible - Mining,11378.10,169
2022-02,2022,FY2021/22,Stores LDV,DIESEL,Ineligible,21875.07,316
2022-02,2022,FY2021/22,DB CSK001,DSL,Ineligible,1291.00,3
2022-02,2022,FY2021/22,DB HIBS JV,DIESEL,Ineligible,10302.70,78
2022-02,2022,FY2021/22,DB-338,DIESEL,Ineligible,5712.70,64
2022-02,2022,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3564664.10,1700
2022-02,2022,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,258.00,23
2022-02,2022,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,4174.00,27
2022-02,2022,FY2021/22,North Concentrator,DIESEL,Ineligible,12856.00,108
2022-02,2022,FY2021/22,BULK137,DIESEL,Ineligible,9604.00,42
2022-02,2022,FY2021/22,DB CSK001,DSL,Eligible - Mining,396593.00,741
2022-02,2022,FY2021/22,DB Kamo Jou,DSL,Ineligible,3883.00,29
2022-02,2022,FY2021/22,DB-269,DIESEL,Eligible - Mining,57803.00,100
2022-02,2022,FY2021/22,DB-338,DIESEL,Eligible - Mining,484944.70,704
2022-02,2022,FY2021/22,Nitro+,HYDRAULIC,Ineligible,14.00,2
2022-02,2022,FY2021/22,Nitro+,TRANSMISSION,Ineligible,5.00,2
2022-02,2022,FY2021/22,ST-250,ODT-30,Ineligible,1890.10,27
2022-02,2022,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,13057.43,147
2022-02,2022,FY2021/22,Stores LDV,PETROL,Ineligible,2829.04,65
2022-02,2022,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,129515.90,687
2022-02,2022,FY2021/22,DB-269,DIESEL,Ineligible,1590.00,13
2022-02,2022,FY2021/22,DB-270,DIESEL,Eligible - Mining,80319.00,185
2022-02,2022,FY2021/22,DB-270,DIESEL,Ineligible,4449.00,26
2022-02,2022,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,65489.30,130
2022-02,2022,FY2021/22,Nitro+,COOLANT,Eligible - Mining,2.00,2
2022-02,2022,FY2021/22,Nitro+,ENGINE,Eligible - Mining,2.00,1
2022-02,2022,FY2021/22,Nitro+,ENGINE,Ineligible,2.00,1
2022-02,2022,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,5460.00,527
2022-02,2022,FY2021/22,Ultra City,DIESEL,Eligible - Mining,658766.60,762
2022-02,2022,FY2021/22,Ultra City,DIESEL,Ineligible,1191367.70,197
2022-03,2022,FY2021/22,DB CSK001,DSL,Ineligible,3271.00,5
2022-03,2022,FY2021/22,DB HIBS JV,DIESEL,Ineligible,7063.60,86
2022-03,2022,FY2021/22,DB-338,DIESEL,Eligible - Mining,313401.90,441
2022-03,2022,FY2021/22,DB-338,DIESEL,Ineligible,5692.30,56
2022-03,2022,FY2021/22,Nitro+,DIESEL,Eligible - Mining,3757248.40,1891
2022-03,2022,FY2021/22,Stores LDV,PETROL,Eligible - Mining,12.15,2
2022-03,2022,FY2021/22,Stores LDV,PETROL,Ineligible,2734.64,61
2022-03,2022,FY2021/22,BULK137,DIESEL,Ineligible,206.00,2
2022-03,2022,FY2021/22,DB CSK001,DSL,Eligible - Mining,377570.00,679
2022-03,2022,FY2021/22,DB CSK002,DSL,Eligible - Mining,170182.00,367
2022-03,2022,FY2021/22,DB CSK002,DSL,Ineligible,1745.30,5
2022-03,2022,FY2021/22,DB HIBS JV,DIESEL,Eligible - Mining,118113.20,687
2022-03,2022,FY2021/22,DB Kamo Jou,DSL,Ineligible,12057.00,62
2022-03,2022,FY2021/22,Nitro+,ENGINE,Eligible - Mining,8.00,4
2022-03,2022,FY2021/22,Nitro+,TRANSMISSION,Ineligible,21.00,8
2022-03,2022,FY2021/22,North Concentrator,DIESEL,Eligible - Mining,5595.00,38
2022-03,2022,FY2021/22,ST-250,ODT-30,Ineligible,1530.50,13
2022-03,2022,FY2021/22,Stores LDV,DIESEL,Eligible - Mining,14050.31,144
2022-03,2022,FY2021/22,DB-269,DIESEL,Eligible - Mining,96283.00,156
2022-03,2022,FY2021/22,DB-269,DIESEL,Ineligible,6624.00,32
2022-03,2022,FY2021/22,DB-270,DIESEL,Eligible - Mining,357102.00,509
2022-03,2022,FY2021/22,DB-270,DIESEL,Ineligible,8366.00,53
2022-03,2022,FY2021/22,DB-MCCA-126,DIESEL,Eligible - Mining,86834.00,154
2022-03,2022,FY2021/22,Nitro+,COOLANT,Eligible - Mining,1.00,1
2022-03,2022,FY2021/22,Nitro+,TRANSMISSION,Eligible - Mining,6007.00,552
2022-03,2022,FY2021/22,Ultra City,DIESEL,Eligible - Mining,1095032.10,910
2022-03,2022,FY2021/22,Ultra City,DIESEL,Ineligible,1210462.70,230
2022-03,2022,FY2021/22,BULK137,DIESEL,Eligible - Mining,1441.00,2
2022-03,2022,FY2021/22,DB Kamo Jou,DSL,Eligible - Mining,253552.00,522
2022-03,2022,FY2021/22,DB-MCCA-126,DIESEL,Ineligible,1186.60,17
2022-03,2022,FY2021/22,Nitro+,DIESEL,Ineligible,93355.30,1000
2022-03,2022,FY2021/22,Nitro+,HYDRAULIC,Eligible - Mining,316.00,29
2022-03,2022,FY2021/22,North Concentrator,DIESEL,Ineligible,15697.00,110
2022-03,2022,FY2021/22,ST-250,ODT-30,Eligible - Mining,8276.30,158
2022-03,2022,FY2021/22,Stores LDV,DIESEL,Ineligible,22928.97,398
2022-04,2022,FY2022/23,CON-074,DIESEL,Ineligible,8141.70,32
2022-04,2022,FY2022/23,DB CSK002,DSL,Ineligible,3392.70,4
2022-04,2022,FY2022/23,DB HIBS JV,DIESEL,Eligible - Mining,109880.30,645
2022-04,2022,FY2022/23,DB Kamo Jou,DSL,Ineligible,12827.00,45
2022-04,2022,FY2022/23,DB-269,DIESEL,Ineligible,29278.00,92
2022-04,2022,FY2022/23,Nitro+,COOLANT,Eligible - Mining,1.00,1
2022-04,2022,FY2022/23,Nitro+,ENGINE,Eligible - Mining,26.00,13
2022-04,2022,FY2022/23,Nitro+,TRANSMISSION,Ineligible,52.00,3
2022-04,2022,FY2022/23,North Concentrator,DIESEL,Eligible - Mining,4572.00,37
2022-04,2022,FY2022/23,ST-250,ODT-30,Ineligible,0.10,1
2022-04,2022,FY2022/23,Stores LDV,DIESEL,Eligible - Mining,11389.33,121
2022-04,2022,FY2022/23,BULK137,DIESEL,Ineligible,2589.00,7
2022-04,2022,FY2022/23,DB-269,DIESEL,Eligible - Mining,161445.00,227
2022-04,2022,FY2022/23,DB-270,DIESEL,Eligible - Mining,174640.00,244
2022-04,2022,FY2022/23,DB-270,DIESEL,Ineligible,6059.00,31
2022-04,2022,FY2022/23,DB-MCCA-126,DIESEL,Eligible - Mining,62813.00,125
2022-04,2022,FY2022/23,Nitro+,HYDRAULIC,Eligible - Mining,380.00,28
2022-04,2022,FY2022/23,Nitro+,HYDRAULIC,Ineligible,41.00,1
2022-04,2022,FY2022/23,Ultra City,DIESEL,Eligible - Mining,937757.70,871
2022-04,2022,FY2022/23,Ultra City,DIESEL,Ineligible,1124201.70,194
2022-04,2022,FY2022/23,CON-074,DIESEL,Eligible - Mining,63949.49,200
2022-04,2022,FY2022/23,DB CSK002,DSL,Eligible - Mining,267475.89,599
2022-04,2022,FY2022/23,DB Kamo Jou,DSL,Eligible - Mining,104843.00,202
2022-04,2022,FY2022/23,Nitro+,DIESEL,Ineligible,83734.90,907
2022-04,2022,FY2022/23,Nitro+,TRANSMISSION,Eligible - Mining,3159.00,449
2022-04,2022,FY2022/23,North Concentrator,DIESEL,Ineligible,12842.00,83
2022-04,2022,FY2022/23,ST-250,ODT-30,Eligible - Mining,17841.30,245
2022-04,2022,FY2022/23,Stores LDV,DIESEL,Ineligible,20269.09,337
2022-04,2022,FY2022/23,Stores LDV,PETROL,Ineligible,1884.85,40
2022-04,2022,FY2022/23,DB CSK001,DSL,Eligible - Mining,190626.00,426
2022-04,2022,FY2022/23,DB CSK001,DSL,Ineligible,2792.00,8
2022-04,2022,FY2022/23,DB HIBS JV,DIESEL,Ineligible,7959.80,79
2022-04,2022,FY2022/23,DB-338,DIESEL,Eligible - Mining,423745.50,548
2022-04,2022,FY2022/23,DB-338,DIESEL,Ineligible,15594.20,97
2022-04,2022,FY2022/23,DB-MCCA-126,DIESEL,Ineligible,940.00,39
2022-04,2022,FY2022/23,Nitro+,DIESEL,Eligible - Mining,3927050.90,1901
2022-05,2022,FY2022/23,DB CSK002,DIESEL,Eligible - Mining,557.30,6
2022-05,2022,FY2022/23,DB-269,DIESEL,Eligible - Mining,299705.00,399
2022-05,2022,FY2022/23,DB-270,DIESEL,Eligible - Mining,354388.00,528
2022-05,2022,FY2022/23,Nitro+,HYDRAULIC,Eligible - Mining,482.00,28
2022-05,2022,FY2022/23,ST-250,ODT-30,Ineligible,524.50,4
2022-05,2022,FY2022/23,Stores LDV,DIESEL,Ineligible,24973.41,388
2022-05,2022,FY2022/23,Ultra City,DIESEL,Eligible - Mining,1468692.10,1036
2022-05,2022,FY2022/23,Ultra City,DIESEL,Ineligible,1013947.00,182
2022-05,2022,FY2022/23,BULK137,DIESEL,Eligible - Mining,13032.00,27
2022-05,2022,FY2022/23,BULK137,DIESEL,Ineligible,5873.00,19
2022-05,2022,FY2022/23,CON-074,DIESEL,Eligible - Mining,65947.29,196
2022-05,2022,FY2022/23,DB CSK002,DSL,Eligible - Mining,356663.80,738
2022-05,2022,FY2022/23,DB-270,DIESEL,Ineligible,8816.00,61
2022-05,2022,FY2022/23,Nitro+,DIESEL,Ineligible,92796.30,995
2022-05,2022,FY2022/23,North Concentrator,DIESEL,Ineligible,14651.00,102
2022-05,2022,FY2022/23,ST-250,ODT-30,Eligible - Mining,15737.20,261
2022-05,2022,FY2022/23,Stores LDV,PETROL,Ineligible,1822.42,39
2022-05,2022,FY2022/23,CON-074,DIESEL,Ineligible,13625.20,45
2022-05,2022,FY2022/23,DB CSK001,DSL,Eligible - Mining,204518.00,457
2022-05,2022,FY2022/23,DB HIBS JV,DIESEL,Ineligible,5252.50,53
2022-05,2022,FY2022/23,DB Kamo Jou,DSL,Eligible - Mining,70542.00,160
2022-05,2022,FY2022/23,DB Kamo Jou,DSL,Ineligible,1779.00,16
2022-05,2022,FY2022/23,DB-338,DIESEL,Eligible - Mining,209224.40,319
2022-05,2022,FY2022/23,DB-338,DIESEL,Ineligible,3460.70,26
2022-05,2022,FY2022/23,DB-MCCA-126,DIESEL,Ineligible,640.00,33
2022-05,2022,FY2022/23,Nitro+,DIESEL,Eligible - Mining,4172428.90,2016
2022-05,2022,FY2022/23,Nitro+,TRANSMISSION,Eligible - Mining,3124.00,354
2022-05,2022,FY2022/23,Nitro+,TRANSMISSION,Ineligible,14.00,9
2022-05,2022,FY2022/23,DB CSK001,DSL,Ineligible,793.00,7
2022-05,2022,FY2022/23,DB CSK002,DSL,Ineligible,0.10,1
2022-05,2022,FY2022/23,DB HIBS JV,DIESEL,Eligible - Mining,105299.80,688
2022-05,2022,FY2022/23,DB-269,DIESEL,Ineligible,13527.00,67
2022-05,2022,FY2022/23,DB-MCCA-126,DIESEL,Eligible - Mining,149614.00,299
2022-05,2022,FY2022/23,Nitro+,ENGINE,Eligible - Mining,6.00,3
2022-05,2022,FY2022/23,North Concentrator,DIESEL,Eligible - Mining,4391.00,31
2022-05,2022,FY2022/23,Stores LDV,DIESEL,Eligible - Mining,14257.98,127
2022-06,2022,FY2022/23,BULK137,DIESEL,Eligible - Mining,8136.00,12
2022-06,2022,FY2022/23,CON-074,DIESEL,Eligible - Mining,77630.00,223
2022-06,2022,FY2022/23,DB CSK002,DIESEL,Eligible - Mining,278549.19,572
2022-06,2022,FY2022/23,DB HIBS JV,DIESEL,Ineligible,9725.50,74
2022-06,2022,FY2022/23,DB Kamo Jou,DSL,Eligible - Mining,40912.00,71
2022-06,2022,FY2022/23,DB-338,DIESEL,Ineligible,8036.70,48
2022-06,2022,FY2022/23,DB-MCCA-126,DIESEL,Ineligible,2983.00,11
2022-06,2022,FY2022/23,Nitro+,DIESEL,Eligible - Mining,3801243.80,1940
2022-06,2022,FY2022/23,Nitro+,DIESEL,Ineligible,89136.63,1074
2022-06,2022,FY2022/23,Nitro+,HYDRAULIC,Eligible - Mining,198.00,23
2022-06,2022,FY2022/23,Nitro+,TRANSMISSION,Eligible - Mining,2764.00,524
2022-06,2022,FY2022/23,ST-250,ODT-30,Eligible - Mining,20374.10,288
2022-06,2022,FY2022/23,Stores LDV,DIESEL,Ineligible,17884.46,259
2022-06,2022,FY2022/23,Stores LDV,PETROL,Eligible - Mining,20.74,10
2022-06,2022,FY2022/23,Ultra City,DIESEL,Eligible - Mining,1161363.00,958
2022-06,2022,FY2022/23,DB CSK001,DSL,Eligible - Mining,431774.00,890
2022-06,2022,FY2022/23,DB CSK001,DSL,Ineligible,24.00,12
2022-06,2022,FY2022/23,DB CSK002,DSL,Eligible - Mining,2475.40,8
2022-06,2022,FY2022/23,North Concentrator,DIESEL,Eligible - Mining,4173.00,29
2022-06,2022,FY2022/23,North Concentrator,DIESEL,Ineligible,22195.00,149
2022-06,2022,FY2022/23,Stores LDV,PETROL,Ineligible,1651.50,32
2022-06,2022,FY2022/23,CON-074,DIESEL,Ineligible,11300.10,41
2022-06,2022,FY2022/23,DB Kamo Jou,DSL,Ineligible,3897.00,14
2022-06,2022,FY2022/23,DB-269,DIESEL,Eligible - Mining,384775.00,521
2022-06,2022,FY2022/23,DB-338,DIESEL,Eligible - Mining,282076.50,442
2022-06,2022,FY2022/23,Nitro+,HYDRAULIC,Ineligible,27.00,1
2022-06,2022,FY2022/23,Nitro+,TRANSMISSION,Ineligible,8.00,4
2022-06,2022,FY2022/23,ST-250,ODT-30,Ineligible,496.90,9
2022-06,2022,FY2022/23,Stores LDV,DIESEL,Eligible - Mining,11822.60,120
2022-06,2022,FY2022/23,BULK137,DIESEL,Ineligible,4355.00,13
2022-06,2022,FY2022/23,DB HIBS JV,DIESEL,Eligible - Mining,112924.50,625
2022-06,2022,FY2022/23,DB-269,DIESEL,Ineligible,28952.00,98
2022-06,2022,FY2022/23,DB-270,DIESEL,Eligible - Mining,79191.00,102
2022-06,2022,FY2022/23,DB-270,DIESEL,Ineligible,1380.00,9
2022-06,2022,FY2022/23,DB-MCCA-126,DIESEL,Eligible - Mining,100129.00,211
2022-06,2022,FY2022/23,Nitro+,ENGINE,Eligible - Mining,4.00,2
2022-06,2022,FY2022/23,Ultra City,DIESEL,Ineligible,1079075.00,234
2022-07,2022,FY2022/23,DB CSK001,DSL,Eligible - Mining,702748.00,1382
2022-07,2022,FY2022/23,DB CSK001,DSL,Ineligible,6962.00,22
2022-07,2022,FY2022/23,DB HIBS JV,DIESEL,Ineligible,10450.80,83
2022-07,2022,FY2022/23,DB-338,DIESEL,Eligible - Mining,358738.39,480
2022-07,2022,FY2022/23,DB-338,DIESEL,Ineligible,11686.90,63
2022-07,2022,FY2022/23,Nitro+,DIESEL,Eligible - Mining,3681252.20,1870
2022-07,2022,FY2022/23,North Concentrator,DIESEL,Eligible - Mining,3360.00,20
2022-07,2022,FY2022/23,CON-074,DIESEL,Ineligible,9185.00,26
2022-07,2022,FY2022/23,DB HIBS JV,DIESEL,Eligible - Mining,90059.50,553
2022-07,2022,FY2022/23,DB Kamo Jou,DSL,Ineligible,3084.00,25
2022-07,2022,FY2022/23,DB-269,DIESEL,Ineligible,31461.00,80
2022-07,2022,FY2022/23,Nitro+,COOLANT,Eligible - Mining,1.00,1
2022-07,2022,FY2022/23,Nitro+,TRANSMISSION,Ineligible,42.00,8
2022-07,2022,FY2022/23,ST-250,ODT-30,Ineligible,1167.80,24
2022-07,2022,FY2022/23,Stores LDV,DIESEL,Eligible - Mining,10380.44,120
2022-07,2022,FY2022/23,BULK137,DIESEL,Ineligible,26147.00,58
2022-07,2022,FY2022/23,DB CSK002,DIESEL,Ineligible,774.50,3
2022-07,2022,FY2022/23,DB-269,DIESEL,Eligible - Mining,404661.00,566
2022-07,2022,FY2022/23,DB-MCCA-126,DIESEL,Eligible - Mining,76943.00,173
2022-07,2022,FY2022/23,Nitro+,ENGINE,Eligible - Mining,10.00,6
2022-07,2022,FY2022/23,Nitro+,HYDRAULIC,Ineligible,51.00,2
2022-07,2022,FY2022/23,Ultra City,DIESEL,Eligible - Mining,1035863.20,826
2022-07,2022,FY2022/23,Ultra City,DIESEL,Ineligible,1208888.80,262
2022-07,2022,FY2022/23,BULK137,DIESEL,Eligible - Mining,21329.00,41
2022-07,2022,FY2022/23,CON-074,DIESEL,Eligible - Mining,70474.20,205
2022-07,2022,FY2022/23,DB CSK002,DIESEL,Eligible - Mining,240604.40,504
2022-07,2022,FY2022/23,DB Kamo Jou,DSL,Eligible - Mining,33795.00,64
2022-07,2022,FY2022/23,DB-MCCA-126,DIESEL,Ineligible,16193.00,38
2022-07,2022,FY2022/23,Nitro+,COOLANT,Ineligible,1.00,1
2022-07,2022,FY2022/23,Nitro+,DIESEL,Ineligible,136356.24,1205
2022-07,2022,FY2022/23,Nitro+,HYDRAULIC,Eligible - Mining,561.00,35
2022-07,2022,FY2022/23,Nitro+,TRANSMISSION,Eligible - Mining,3094.00,362
2022-07,2022,FY2022/23,North Concentrator,DIESEL,Ineligible,20974.00,133
2022-07,2022,FY2022/23,ST-250,ODT-30,Eligible - Mining,12848.60,194
2022-07,2022,FY2022/23,Stores LDV,DIESEL,Ineligible,9209.34,178
2022-07,2022,FY2022/23,Stores LDV,PETROL,Ineligible,787.58,17
2022-08,2022,FY2022/23,DB CSK001,DSL,Ineligible,7556.00,12
2022-08,2022,FY2022/23,DB HIBS JV,DIESEL,Ineligible,11055.90,96
2022-08,2022,FY2022/23,DB-270,DIESEL,Eligible - Mining,11959.00,34
2022-08,2022,FY2022/23,DB-338,DIESEL,Ineligible,17230.00,69
2022-08,2022,FY2022/23,DB-MCCA-126,DIESEL,Eligible - Mining,81927.00,200
2022-08,2022,FY2022/23,DB-MCCA-126,DIESEL,Ineligible,9244.00,24
2022-08,2022,FY2022/23,Nitro+,DIESEL,Eligible - Mining,2777729.40,1395
2022-08,2022,FY2022/23,Nitro+,HYDRAULIC,Eligible - Mining,434.00,45
2022-08,2022,FY2022/23,Ultra City,DIESEL,Eligible - Mining,841847.50,651
2022-08,2022,FY2022/23,BULK137,DIESEL,Eligible - Mining,6118.00,9
2022-08,2022,FY2022/23,DB CSK002,DIESEL,Eligible - Mining,8205138.70,439
2022-08,2022,FY2022/23,Nitro+,DIESEL,Ineligible,410333.00,865
2022-08,2022,FY2022/23,North Concentrator,DIESEL,Eligible - Mining,3924.00,24
2022-08,2022,FY2022/23,North Concentrator,DIESEL,Ineligible,19969.00,133
2022-08,2022,FY2022/23,ST-250,ODT-30,Eligible - Mining,10389.60,168
2022-08,2022,FY2022/23,ST-250,ODT-30,Ineligible,0.10,1
2022-08,2022,FY2022/23,Stores LDV,DIESEL,Eligible - Mining,12098.11,107
2022-08,2022,FY2022/23,Stores LDV,DIESEL,Ineligible,11288.72,175
2022-08,2022,FY2022/23,Stores LDV,PETROL,Ineligible,644.01,14
2022-08,2022,FY2022/23,BULK137,DIESEL,Ineligible,4300.00,13
2022-08,2022,FY2022/23,DB CSK001,DSL,Eligible - Mining,566008.00,1138
2022-08,2022,FY2022/23,DB CSK002,DIESEL,Ineligible,2981.10,4
2022-08,2022,FY2022/23,DB-269,DIESEL,Eligible - Mining,282237.00,361
2022-08,2022,FY2022/23,DB-270,DIESEL,Ineligible,774.00,7
2022-08,2022,FY2022/23,DB-338,DIESEL,Eligible - Mining,308895.40,402
2022-08,2022,FY2022/23,Ultra City,DIESEL,Ineligible,1006898.50,226
2022-08,2022,FY2022/23,CON-074,DIESEL,Eligible - Mining,62078.00,186
2022-08,2022,FY2022/23,CON-074,DIESEL,Ineligible,20231.40,63
2022-08,2022,FY2022/23,DB HIBS JV,DIESEL,Eligible - Mining,56992.20,386
2022-08,2022,FY2022/23,DB Kamo Jou,DSL,Eligible - Mining,45680.00,79
2022-08,2022,FY2022/23,DB Kamo Jou,DSL,Ineligible,3314.00,9
2022-08,2022,FY2022/23,DB-269,DIESEL,Ineligible,24302.00,74
2022-08,2022,FY2022/23,Nitro+,COOLANT,Eligible - Mining,1.00,1
2022-08,2022,FY2022/23,Nitro+,ENGINE,Eligible - Mining,6.00,3
2022-08,2022,FY2022/23,Nitro+,TRANSMISSION,Eligible - Mining,2275.00,296
2022-08,2022,FY2022/23,Nitro+,TRANSMISSION,Ineligible,35.00,8
